Motif	Domain	Interaction Domain Description	Interaction Domain Name
3DID_RNA_pol_Rpb1_1_LIG_3-2	PF04997	RNA_pol_Rpb1_1	RNA_pol_Rpb1_1
3DID_RNA_pol_Rpb1_1_LIG_3-6	PF04997	RNA_pol_Rpb1_1	RNA_pol_Rpb1_1
3DID_RNA_pol_Rpb1_1_LIG_5-0	PF04997	RNA_pol_Rpb1_1	RNA_pol_Rpb1_1
3DID_RNA_pol_Rpb1_1_LIG_5-1	PF04997	RNA_pol_Rpb1_1	RNA_pol_Rpb1_1
3DID_RNA_pol_Rpb1_1_LIG_5-8	PF04997	RNA_pol_Rpb1_1	RNA_pol_Rpb1_1
3DID_RNA_pol_Rpb1_1_LIG_6-0	PF04997	RNA_pol_Rpb1_1	RNA_pol_Rpb1_1
3DID_RNA_pol_Rpb1_1_LIG_9-0	PF04997	RNA_pol_Rpb1_1	RNA_pol_Rpb1_1
3DID_RNA_pol_Rpb1_1_LIG_9-6	PF04997	RNA_pol_Rpb1_1	RNA_pol_Rpb1_1
3DID_RNA_pol_Rpb1_3_LIG_0-0	PF04983	RNA_pol_Rpb1_3	RNA_pol_Rpb1_3
3DID_RNA_pol_Rpb1_5_LIG_3-0	PF04998	RNA_pol_Rpb1_5	RNA_pol_Rpb1_5
3DID_RNA_pol_Rpb1_5_LIG_3-1	PF04998	RNA_pol_Rpb1_5	RNA_pol_Rpb1_5
3DID_RNA_pol_Rpb2_7_LIG_1-0	PF04560	RNA_pol_Rpb2_7	RNA_pol_Rpb2_7
3DID_RNA_pol_Rpb2_7_LIG_1-12	PF04560	RNA_pol_Rpb2_7	RNA_pol_Rpb2_7
3DID_RNA_pol_Rpb2_7_LIG_1-13	PF04560	RNA_pol_Rpb2_7	RNA_pol_Rpb2_7
3DID_RNA_pol_Rpb2_7_LIG_1-14	PF04560	RNA_pol_Rpb2_7	RNA_pol_Rpb2_7
3DID_RNA_pol_Rpb2_7_LIG_5-0	PF04560	RNA_pol_Rpb2_7	RNA_pol_Rpb2_7
3DID_RNA_pol_Rpb4_LIG_5-0	PF03874	RNA_pol_Rpb4	RNA_pol_Rpb4
3DID_RNA_pol_Rpb4_LIG_6-0	PF03874	RNA_pol_Rpb4	RNA_pol_Rpb4
3DID_RNA_pol_Rpb4_LIG_6-23	PF03874	RNA_pol_Rpb4	RNA_pol_Rpb4
3DID_RNA_pol_Rpb4_LIG_6-3	PF03874	RNA_pol_Rpb4	RNA_pol_Rpb4
3DID_RNA_pol_Rpb8_LIG_3-0	PF03870	RNA_pol_Rpb8	RNA_pol_Rpb8
3DID_RNA_pol_Rpb8_LIG_3-6	PF03870	RNA_pol_Rpb8	RNA_pol_Rpb8
3DID_RNase_PH_LIG_2-0	PF01138	RNase_PH	RNase_PH
3DID_RNase_PH_LIG_2-2	PF01138	RNase_PH	RNase_PH
3DID_RNase_PH_LIG_3-0	PF01138	RNase_PH	RNase_PH
3DID_RNase_PH_LIG_3-6	PF01138	RNase_PH	RNase_PH
3DID_RNase_PH_LIG_3-8	PF01138	RNase_PH	RNase_PH
3DID_RPN2_N_LIG_1-0	PF21505	RPN2_N	RPN2_N
3DID_RPN2_N_LIG_5-1	PF21505	RPN2_N	RPN2_N
3DID_RPN5_C_LIG_2-0	PF18098	RPN5_C	RPN5_C
3DID_RPN5_C_LIG_2-1	PF18098	RPN5_C	RPN5_C
3DID_RPN5_C_LIG_2-2	PF18098	RPN5_C	RPN5_C
3DID_RPN6_C_helix_LIG_2-0	PF18503	RPN6_C_helix	RPN6_C_helix
3DID_RPN6_C_helix_LIG_2-1	PF18503	RPN6_C_helix	RPN6_C_helix
3DID_RPN6_C_helix_LIG_2-2	PF18503	RPN6_C_helix	RPN6_C_helix
3DID_RPN6_C_helix_LIG_2-5	PF18503	RPN6_C_helix	RPN6_C_helix
3DID_RPN6_C_helix_LIG_2-6	PF18503	RPN6_C_helix	RPN6_C_helix
3DID_RPN6_C_helix_LIG_2-7	PF18503	RPN6_C_helix	RPN6_C_helix
3DID_RPN6_C_helix_LIG_3-0	PF18503	RPN6_C_helix	RPN6_C_helix
3DID_RPN6_C_helix_LIG_3-1	PF18503	RPN6_C_helix	RPN6_C_helix
3DID_RPN6_C_helix_LIG_3-2	PF18503	RPN6_C_helix	RPN6_C_helix
3DID_RPN6_C_helix_LIG_3-3	PF18503	RPN6_C_helix	RPN6_C_helix
3DID_RPN6_C_helix_LIG_3-6	PF18503	RPN6_C_helix	RPN6_C_helix
3DID_RPN6_C_helix_LIG_4-0	PF18503	RPN6_C_helix	RPN6_C_helix
3DID_RPN6_C_helix_LIG_4-1	PF18503	RPN6_C_helix	RPN6_C_helix
3DID_RRM_1_LIG_3-0	PF00076	RRM_1	RRM_1
3DID_RRM_1_LIG_9-0	PF00076	RRM_1	RRM_1
3DID_RRN3_LIG_0-0	PF05327	RRN3	RRN3
3DID_RRN3_LIG_0-1	PF05327	RRN3	RRN3
3DID_RRN3_LIG_0-2	PF05327	RRN3	RRN3
3DID_RTT107_BRCT_5_LIG_0-0	PF16770	RTT107_BRCT_5	RTT107_BRCT_5
3DID_RTT107_BRCT_5_LIG_0-1	PF16770	RTT107_BRCT_5	RTT107_BRCT_5
3DID_Rab5-bind_LIG_0-0	PF09311	Rab5-bind	Rab5-bind
3DID_Rab5-bind_LIG_0-1	PF09311	Rab5-bind	Rab5-bind
3DID_Rab5-bind_LIG_1-0	PF09311	Rab5-bind	Rab5-bind
3DID_Rab5-bind_LIG_1-2	PF09311	Rab5-bind	Rab5-bind
3DID_Rab5-bind_LIG_1-5	PF09311	Rab5-bind	Rab5-bind
3DID_Rad51_LIG_1-0	PF08423	Rad51	Rad51
3DID_Rad51_LIG_1-8	PF08423	Rad51	Rad51
3DID_Rad60-SLD_LIG_0-0	PF11976	Rad60-SLD	Rad60-SLD
3DID_Rad60-SLD_LIG_0-4	PF11976	Rad60-SLD	Rad60-SLD
3DID_Rad60-SLD_LIG_0-6	PF11976	Rad60-SLD	Rad60-SLD
3DID_Ras_LIG_1-0	PF00071	Ras	Ras
3DID_Ras_LIG_2-0	PF00071	Ras	Ras
3DID_Ras_LIG_6-0	PF00071	Ras	Ras
3DID_Ras_LIG_6-3	PF00071	Ras	Ras
3DID_Recep_L_domain_LIG_0-0	PF01030	Recep_L_domain	Recep_L_domain
3DID_Recep_L_domain_LIG_0-1	PF01030	Recep_L_domain	Recep_L_domain
3DID_Recep_L_domain_LIG_0-3	PF01030	Recep_L_domain	Recep_L_domain
3DID_Recep_L_domain_LIG_1-0	PF01030	Recep_L_domain	Recep_L_domain
3DID_ResIII_LIG_2-0	PF04851	ResIII	ResIII
3DID_Response_reg_LIG_1-0	PF00072	Response_reg	Response_reg
3DID_Ribonuc_red_lgC_LIG_2-0	PF02867	Ribonuc_red_lgC	Ribonuc_red_lgC
3DID_Ribonuc_red_lgC_LIG_2-1	PF02867	Ribonuc_red_lgC	Ribonuc_red_lgC
3DID_Ribonucleas_3_3_LIG_1-0	PF14622	Ribonucleas_3_3	Ribonucleas_3_3
3DID_Ribophorin_II_LIG_1-0	PF05817	Ribophorin_II	Ribophorin_II
3DID_Ribosomal_L13e_LIG_1-0	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_1-1	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_1-10	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_1-12	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_1-18	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_1-2	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_1-23	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_1-24	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_1-25	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_1-3	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_1-4	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_1-5	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_1-7	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_4-0	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_4-33	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_4-4	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_4-6	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_4-60	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_4-62	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_4-66	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_4-71	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_4-79	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_4-8	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L13e_LIG_4-9	PF01294	Ribosomal_L13e	Ribosomal_L13e
3DID_Ribosomal_L17_LIG_1-0	PF01196	Ribosomal_L17	Ribosomal_L17
3DID_Ribosomal_L17_LIG_1-1	PF01196	Ribosomal_L17	Ribosomal_L17
3DID_Ribosomal_L17_LIG_1-19	PF01196	Ribosomal_L17	Ribosomal_L17
3DID_Ribosomal_L17_LIG_1-4	PF01196	Ribosomal_L17	Ribosomal_L17
3DID_Ribosomal_L17_LIG_1-49	PF01196	Ribosomal_L17	Ribosomal_L17
3DID_Ribosomal_L18A_LIG_16-0	PF01775	Ribosomal_L18A	Ribosomal_L18A
3DID_Ribosomal_L19_LIG_2-0	PF01245	Ribosomal_L19	Ribosomal_L19
3DID_Ribosomal_L19_LIG_2-2	PF01245	Ribosomal_L19	Ribosomal_L19
3DID_Ribosomal_L23eN_LIG_1-0	PF03939	Ribosomal_L23eN	Ribosomal_L23eN
3DID_Ribosomal_L23eN_LIG_1-13	PF03939	Ribosomal_L23eN	Ribosomal_L23eN
3DID_Ribosomal_L23eN_LIG_1-20	PF03939	Ribosomal_L23eN	Ribosomal_L23eN
3DID_Ribosomal_L23eN_LIG_1-26	PF03939	Ribosomal_L23eN	Ribosomal_L23eN
3DID_Ribosomal_L23eN_LIG_1-3	PF03939	Ribosomal_L23eN	Ribosomal_L23eN
3DID_Ribosomal_L23eN_LIG_1-34	PF03939	Ribosomal_L23eN	Ribosomal_L23eN
3DID_Ribosomal_L23eN_LIG_1-5	PF03939	Ribosomal_L23eN	Ribosomal_L23eN
3DID_Ribosomal_L23eN_LIG_1-6	PF03939	Ribosomal_L23eN	Ribosomal_L23eN
3DID_Ribosomal_L27e_LIG_1-0	PF01777	Ribosomal_L27e	Ribosomal_L27e
3DID_Ribosomal_L27e_LIG_1-38	PF01777	Ribosomal_L27e	Ribosomal_L27e
3DID_Ribosomal_L28e_LIG_2-0	PF01778	Ribosomal_L28e	Ribosomal_L28e
3DID_Ribosomal_L2_LIG_1-0	PF00181	Ribosomal_L2	Ribosomal_L2
3DID_Ribosomal_L2_LIG_1-2	PF00181	Ribosomal_L2	Ribosomal_L2
3DID_Ribosomal_L2_LIG_1-3	PF00181	Ribosomal_L2	Ribosomal_L2
3DID_Ribosomal_L2_LIG_10-0	PF00181	Ribosomal_L2	Ribosomal_L2
3DID_Ribosomal_L30_N_LIG_1-0	PF08079	Ribosomal_L30_N	Ribosomal_L30_N
3DID_Ribosomal_L30_N_LIG_1-1	PF08079	Ribosomal_L30_N	Ribosomal_L30_N
3DID_Ribosomal_L4_LIG_2-0	PF00573	Ribosomal_L4	Ribosomal_L4
3DID_Ribosomal_L4_LIG_2-1	PF00573	Ribosomal_L4	Ribosomal_L4
3DID_Ribosomal_L4_LIG_2-3	PF00573	Ribosomal_L4	Ribosomal_L4
3DID_Ribosomal_L4_LIG_2-7	PF00573	Ribosomal_L4	Ribosomal_L4
3DID_Ribosomal_S11_LIG_1-0	PF00411	Ribosomal_S11	Ribosomal_S11
3DID_Ribosomal_S11_LIG_1-1	PF00411	Ribosomal_S11	Ribosomal_S11
3DID_Ribosomal_S14_LIG_2-0	PF00253	Ribosomal_S14	Ribosomal_S14
3DID_Ribosomal_S14_LIG_2-1	PF00253	Ribosomal_S14	Ribosomal_S14
3DID_Ribosomal_S14_LIG_5-0	PF00253	Ribosomal_S14	Ribosomal_S14
3DID_Ribosomal_S15_LIG_0-0	PF00312	Ribosomal_S15	Ribosomal_S15
3DID_Ribosomal_S17e_LIG_2-0	PF00833	Ribosomal_S17e	Ribosomal_S17e
3DID_Ribosomal_S21e_LIG_0-0	PF01249	Ribosomal_S21e	Ribosomal_S21e
3DID_Ribosomal_S21e_LIG_0-2	PF01249	Ribosomal_S21e	Ribosomal_S21e
3DID_Ribosomal_S21e_LIG_0-20	PF01249	Ribosomal_S21e	Ribosomal_S21e
3DID_Ribosomal_S21e_LIG_0-7	PF01249	Ribosomal_S21e	Ribosomal_S21e
3DID_Ribosomal_S21e_LIG_1-0	PF01249	Ribosomal_S21e	Ribosomal_S21e
3DID_Ribosomal_S21e_LIG_1-2	PF01249	Ribosomal_S21e	Ribosomal_S21e
3DID_Ribosomal_S21e_LIG_1-7	PF01249	Ribosomal_S21e	Ribosomal_S21e
3DID_Ribosomal_S25_LIG_0-0	PF03297	Ribosomal_S25	Ribosomal_S25
3DID_Ribosomal_S25_LIG_0-1	PF03297	Ribosomal_S25	Ribosomal_S25
3DID_Ribosomal_S25_LIG_0-6	PF03297	Ribosomal_S25	Ribosomal_S25
3DID_Ribosomal_S25_LIG_0-7	PF03297	Ribosomal_S25	Ribosomal_S25
3DID_Ribosomal_S25_LIG_0-9	PF03297	Ribosomal_S25	Ribosomal_S25
3DID_Ribosomal_S25_LIG_2-0	PF03297	Ribosomal_S25	Ribosomal_S25
3DID_Ribosomal_S2_LIG_0-0	PF00318	Ribosomal_S2	Ribosomal_S2
3DID_Ribosomal_S3Ae_LIG_1-0	PF01015	Ribosomal_S3Ae	Ribosomal_S3Ae
3DID_Ribosomal_S4e_LIG_0-0	PF00900	Ribosomal_S4e	Ribosomal_S4e
3DID_Ribosomal_S4e_LIG_0-1	PF00900	Ribosomal_S4e	Ribosomal_S4e
3DID_Ribosomal_S4e_LIG_0-2	PF00900	Ribosomal_S4e	Ribosomal_S4e
3DID_Ribosomal_S4e_LIG_0-3	PF00900	Ribosomal_S4e	Ribosomal_S4e
3DID_Ribosomal_S6_LIG_4-0	PF01250	Ribosomal_S6	Ribosomal_S6
3DID_Ribosomal_S8_LIG_0-0	PF00410	Ribosomal_S8	Ribosomal_S8
3DID_Rpn13_ADRM1_Pru_LIG_0-0	PF04683	Rpn13_ADRM1_Pru	Rpn13_ADRM1_Pru
3DID_Rpn13_ADRM1_Pru_LIG_0-1	PF04683	Rpn13_ADRM1_Pru	Rpn13_ADRM1_Pru
3DID_Rpn13_ADRM1_Pru_LIG_0-56	PF04683	Rpn13_ADRM1_Pru	Rpn13_ADRM1_Pru
3DID_Rpn9_C_LIG_1-0	PF18261	Rpn9_C	Rpn9_C
3DID_Rpn9_C_LIG_1-1	PF18261	Rpn9_C	Rpn9_C
3DID_S4_LIG_0-0	PF01479	S4	S4
3DID_S4_LIG_0-2	PF01479	S4	S4
3DID_SAC3_LIG_0-0	PF12209	SAC3	SAC3
3DID_SAC3_LIG_0-5	PF12209	SAC3	SAC3
3DID_SEA_LIG_0-0	PF01390	SEA	SEA
3DID_SET_LIG_2-0	PF00856	SET	SET
3DID_SET_LIG_2-1	PF00856	SET	SET
3DID_SET_LIG_2-14	PF00856	SET	SET
3DID_SET_LIG_2-2	PF00856	SET	SET
3DID_SET_LIG_2-7	PF00856	SET	SET
3DID_SET_LIG_2-9	PF00856	SET	SET
3DID_SET_LIG_3-0	PF00856	SET	SET
3DID_SET_LIG_3-1	PF00856	SET	SET
3DID_SET_LIG_3-12	PF00856	SET	SET
3DID_SET_LIG_3-15	PF00856	SET	SET
3DID_SET_LIG_3-2	PF00856	SET	SET
3DID_SET_LIG_3-4	PF00856	SET	SET
3DID_SET_LIG_3-7	PF00856	SET	SET
3DID_SET_LIG_3-8	PF00856	SET	SET
3DID_SET_LIG_5-0	PF00856	SET	SET
3DID_SET_LIG_5-12	PF00856	SET	SET
3DID_SET_LIG_5-20	PF00856	SET	SET
3DID_SET_LIG_5-4	PF00856	SET	SET
3DID_SF3a60_Prp9_C_LIG_2-0	PF11931	SF3a60_Prp9_C	SF3a60_Prp9_C
3DID_SGF29_Tudor_LIG_0-0	PF07039	SGF29_Tudor	SGF29_Tudor
3DID_SH2_LIG_0-4	PF00017	SH2	SH2
3DID_SH2_LIG_1-0	PF00017	SH2	SH2
3DID_SH2_LIG_1-1	PF00017	SH2	SH2
3DID_SH2_LIG_1-10	PF00017	SH2	SH2
3DID_SH2_LIG_1-13	PF00017	SH2	SH2
3DID_SH2_LIG_1-17	PF00017	SH2	SH2
3DID_SH2_LIG_1-24	PF00017	SH2	SH2
3DID_SH2_LIG_1-28	PF00017	SH2	SH2
3DID_SH2_LIG_1-3	PF00017	SH2	SH2
3DID_SH2_LIG_1-30	PF00017	SH2	SH2
3DID_SH2_LIG_1-34	PF00017	SH2	SH2
3DID_SH2_LIG_1-5	PF00017	SH2	SH2
3DID_SH2_LIG_1-8	PF00017	SH2	SH2
3DID_SH2_LIG_1-9	PF00017	SH2	SH2
3DID_SH2_LIG_4-0	PF00017	SH2	SH2
3DID_SH2_LIG_4-1	PF00017	SH2	SH2
3DID_SH2_LIG_4-10	PF00017	SH2	SH2
3DID_SH2_LIG_4-11	PF00017	SH2	SH2
3DID_SH2_LIG_4-12	PF00017	SH2	SH2
3DID_SH2_LIG_4-13	PF00017	SH2	SH2
3DID_SH2_LIG_4-14	PF00017	SH2	SH2
3DID_SH2_LIG_4-15	PF00017	SH2	SH2
3DID_SH2_LIG_4-2	PF00017	SH2	SH2
3DID_SH2_LIG_4-4	PF00017	SH2	SH2
3DID_SH2_LIG_4-6	PF00017	SH2	SH2
3DID_SH2_LIG_4-7	PF00017	SH2	SH2
3DID_SH3_1_LIG_0-0	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_1-0	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_1-1	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_1-10	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_1-13	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_1-20	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_1-25	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_1-6	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_2-0	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_2-12	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_2-2	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_2-28	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_2-35	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_3-0	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_3-16	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_3-36	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_3-5	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_3-6	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_4-0	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_4-1	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_4-8	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_4-9	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_6-0	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_6-2	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_6-40	PF00018	SH3_1	SH3_1
3DID_SH3_1_LIG_6-70	PF00018	SH3_1	SH3_1
3DID_SH3_2_LIG_1-0	PF07653	SH3_2	SH3_2
3DID_SH3_2_LIG_1-1	PF07653	SH3_2	SH3_2
3DID_SH3_2_LIG_1-13	PF07653	SH3_2	SH3_2
3DID_SH3_2_LIG_1-77	PF07653	SH3_2	SH3_2
3DID_SH3_2_LIG_2-0	PF07653	SH3_2	SH3_2
3DID_SH3_2_LIG_2-2	PF07653	SH3_2	SH3_2
3DID_SH3_2_LIG_2-21	PF07653	SH3_2	SH3_2
3DID_SH3_2_LIG_2-30	PF07653	SH3_2	SH3_2
3DID_SH3_2_LIG_2-4	PF07653	SH3_2	SH3_2
3DID_SH3_2_LIG_2-45	PF07653	SH3_2	SH3_2
3DID_SH3_9_LIG_0-0	PF14604	SH3_9	SH3_9
3DID_SH3_9_LIG_0-1	PF14604	SH3_9	SH3_9
3DID_SH3_9_LIG_0-12	PF14604	SH3_9	SH3_9
3DID_SH3_9_LIG_0-2	PF14604	SH3_9	SH3_9
3DID_SH3_9_LIG_0-20	PF14604	SH3_9	SH3_9
3DID_SH3_9_LIG_0-3	PF14604	SH3_9	SH3_9
3DID_SH3_9_LIG_0-5	PF14604	SH3_9	SH3_9
3DID_SH3_9_LIG_0-53	PF14604	SH3_9	SH3_9
3DID_SH3_9_LIG_0-6	PF14604	SH3_9	SH3_9
3DID_SH3_9_LIG_1-0	PF14604	SH3_9	SH3_9
3DID_SH3_9_LIG_1-4	PF14604	SH3_9	SH3_9
3DID_SHS2_Rpb7-N_LIG_3-0	PF03876	SHS2_Rpb7-N	SHS2_Rpb7-N
3DID_SHS2_Rpb7-N_LIG_3-26	PF03876	SHS2_Rpb7-N	SHS2_Rpb7-N
3DID_SHS2_Rpb7-N_LIG_3-3	PF03876	SHS2_Rpb7-N	SHS2_Rpb7-N
3DID_SHS2_Rpb7-N_LIG_3-36	PF03876	SHS2_Rpb7-N	SHS2_Rpb7-N
3DID_SHS2_Rpb7-N_LIG_4-0	PF03876	SHS2_Rpb7-N	SHS2_Rpb7-N
3DID_SHS2_Rpb7-N_LIG_4-3	PF03876	SHS2_Rpb7-N	SHS2_Rpb7-N
3DID_SHS2_Rpb7-N_LIG_5-0	PF03876	SHS2_Rpb7-N	SHS2_Rpb7-N
3DID_SHS2_Rpb7-N_LIG_5-1	PF03876	SHS2_Rpb7-N	SHS2_Rpb7-N
3DID_SIR2_LIG_1-0	PF02146	SIR2	SIR2
3DID_SIR2_LIG_1-1	PF02146	SIR2	SIR2
3DID_SIR2_LIG_1-11	PF02146	SIR2	SIR2
3DID_SIR2_LIG_1-2	PF02146	SIR2	SIR2
3DID_SIR2_LIG_1-3	PF02146	SIR2	SIR2
3DID_SIR2_LIG_1-7	PF02146	SIR2	SIR2
3DID_SIR2_LIG_2-0	PF02146	SIR2	SIR2
3DID_SIR2_LIG_2-1	PF02146	SIR2	SIR2
3DID_SIR2_LIG_3-0	PF02146	SIR2	SIR2
3DID_SIR2_LIG_6-0	PF02146	SIR2	SIR2
3DID_SIR2_LIG_6-21	PF02146	SIR2	SIR2
3DID_SIR2_LIG_6-29	PF02146	SIR2	SIR2
3DID_SIR2_LIG_6-3	PF02146	SIR2	SIR2
3DID_SIR2_LIG_6-30	PF02146	SIR2	SIR2
3DID_SIR2_LIG_6-32	PF02146	SIR2	SIR2
3DID_SIR2_LIG_6-4	PF02146	SIR2	SIR2
3DID_SIR2_LIG_6-7	PF02146	SIR2	SIR2
3DID_SIR2_LIG_6-8	PF02146	SIR2	SIR2
3DID_SKIP_SNW_LIG_0-0	PF02731	SKIP_SNW	SKIP_SNW
3DID_SMC_Nse1_LIG_0-0	PF07574	SMC_Nse1	SMC_Nse1
3DID_SMC_Nse1_LIG_0-32	PF07574	SMC_Nse1	SMC_Nse1
3DID_SMC_Nse1_LIG_0-41	PF07574	SMC_Nse1	SMC_Nse1
3DID_SMC_Nse1_LIG_0-7	PF07574	SMC_Nse1	SMC_Nse1
3DID_SOCS_box_LIG_2-0	PF07525	SOCS_box	SOCS_box
3DID_SOCS_box_LIG_2-1	PF07525	SOCS_box	SOCS_box
3DID_SPRY_LIG_2-0	PF00622	SPRY	SPRY
3DID_SPRY_LIG_4-0	PF00622	SPRY	SPRY
3DID_SPRY_LIG_4-2	PF00622	SPRY	SPRY
3DID_SUFU_C_LIG_0-0	PF12470	SUFU_C	SUFU_C
3DID_SUFU_C_LIG_1-0	PF12470	SUFU_C	SUFU_C
3DID_SUFU_LIG_0-0	PF05076	SUFU	SUFU
3DID_SWIRM-assoc_1_LIG_2-0	PF16495	SWIRM-assoc_1	SWIRM-assoc_1
3DID_SWIRM-assoc_1_LIG_2-1	PF16495	SWIRM-assoc_1	SWIRM-assoc_1
3DID_SWIRM_LIG_0-0	PF04433	SWIRM	SWIRM
3DID_Sec1_LIG_4-0	PF00995	Sec1	Sec1
3DID_Sec61_beta_LIG_0-0	PF03911	Sec61_beta	Sec61_beta
3DID_Sec61_beta_LIG_0-1	PF03911	Sec61_beta	Sec61_beta
3DID_Sec61_beta_LIG_1-0	PF03911	Sec61_beta	Sec61_beta
3DID_SecB_LIG_5-0	PF02556	SecB	SecB
3DID_Serpin_LIG_5-0	PF00079	Serpin	Serpin
3DID_Serpin_LIG_6-0	PF00079	Serpin	Serpin
3DID_Sgf11_N_LIG_0-0	PF18519	Sgf11_N	Sgf11_N
3DID_Sin3_corepress_LIG_2-0	PF08295	Sin3_corepress	Sin3_corepress
3DID_Sld5_LIG_0-0	PF05916	Sld5	Sld5
3DID_SlmA-like_C_LIG_0-0	PF22276	SlmA-like_C	SlmA-like_C
3DID_SlmA-like_C_LIG_0-4	PF22276	SlmA-like_C	SlmA-like_C
3DID_SlmA-like_C_LIG_1-0	PF22276	SlmA-like_C	SlmA-like_C
3DID_Spc24_LIG_7-0	PF08286	Spc24	Spc24
3DID_Spc24_LIG_7-3	PF08286	Spc24	Spc24
3DID_Ssu72_LIG_0-0	PF04722	Ssu72	Ssu72
3DID_Ssu72_LIG_0-1	PF04722	Ssu72	Ssu72
3DID_Ssu72_LIG_0-13	PF04722	Ssu72	Ssu72
3DID_Ssu72_LIG_0-4	PF04722	Ssu72	Ssu72
3DID_Synaptobrevin_LIG_0-0	PF00957	Synaptobrevin	Synaptobrevin
3DID_Syntaxin_LIG_1-0	PF00804	Syntaxin	Syntaxin
3DID_Syntaxin_LIG_1-1	PF00804	Syntaxin	Syntaxin
3DID_Syntaxin_LIG_1-2	PF00804	Syntaxin	Syntaxin
3DID_Syntaxin_LIG_1-3	PF00804	Syntaxin	Syntaxin
3DID_Syntaxin_LIG_1-4	PF00804	Syntaxin	Syntaxin
3DID_TBK1_CCD1_LIG_0-0	PF18394	TBK1_CCD1	TBK1_CCD1
3DID_TBK1_CCD1_LIG_0-6	PF18394	TBK1_CCD1	TBK1_CCD1
3DID_TCR_zetazeta_LIG_0-0	PF11628	TCR_zetazeta	TCR_zetazeta
3DID_TCR_zetazeta_LIG_5-0	PF11628	TCR_zetazeta	TCR_zetazeta
3DID_TEX12_LIG_0-0	PF15219	TEX12	TEX12
3DID_TEX12_LIG_0-1	PF15219	TEX12	TEX12
3DID_TFIIB_LIG_0-0	PF00382	TFIIB	TFIIB
3DID_TFIID-31kDa_LIG_3-0	PF02291	TFIID-31kDa	TFIID-31kDa
3DID_TGF_beta_LIG_0-0	PF00019	TGF_beta	TGF_beta
3DID_TGF_beta_LIG_0-1	PF00019	TGF_beta	TGF_beta
